150
5 3 11 5
9 3 21 1
9 16 33 1
2 20 23 9
6 29 37 0
9 34 49 8
7 41 48 9
6 43 58 5
6 50 64 0
6 57 68 0
5 61 70 7
7 73 85 2
7 72 80 3
6 80 90 8
6 91 106 2
7 93 108 7
5 103 117 7
6 110 123 9
2 118 127 8
1 112 117 8
6 114 128 8
5 127 137 2
9 126 144 6
6 141 154 8
8 141 155 3
7 154 165 1
9 155 169 7
5 168 181 6
6 173 184 2
6 177 189 5
3 186 189 8
4 188 198 1
5 193 206 3
4 193 199 3
2 201 204 7
5 205 211 0
2 206 213 5
2 211 213 0
6 211 226 4
7 214 222 9
7 226 240 0
2 231 241 5
5 230 238 3
4 242 246 1
2 241 252 4
3 243 250 6
7 244 255 7
5 250 262 1
1 255 265 6
1 262 263 4
4 262 269 9
5 268 274 8
9 265 274 8
2 282 284 7
3 283 289 7
5 286 297 7
2 290 295 3
6 295 303 6
2 301 303 5
7 303 311 1
2 309 318 7
5 304 311 5
6 311 326 5
6 323 329 9
3 324 328 3
6 330 345 8
9 331 343 1
5 345 353 4
8 350 363 5
9 360 377 6
7 366 379 3
9 370 387 2
4 385 391 7
8 383 398 4
6 388 403 1
3 401 412 0
3 401 408 4
9 401 417 4
9 418 435 5
7 420 436 2
3 425 433 0
1 431 438 8
3 438 449 1
4 436 447 1
6 436 443 9
1 444 452 5
6 449 459 7
4 457 470 2
9 458 473 1
4 470 482 5
1 466 475 2
3 471 478 2
8 478 495 4
2 478 486 4
1 486 490 4
7 486 497 4
7 490 499 2
1 501 506 4
3 500 507 7
9 500 512 8
8 514 523 5
9 522 534 9
3 534 544 2
5 530 536 7
7 536 548 7
5 547 561 3
5 550 556 0
6 555 564 0
9 558 574 7
1 568 577 1
9 574 592 4
3 579 591 8
9 584 593 2
3 591 600 6
8 599 607 8
6 605 616 0
4 613 624 3
8 613 630 5
4 618 629 2
2 626 635 7
2 624 627 5
2 625 632 6
5 633 642 5
8 638 647 3
1 642 651 3
1 646 656 6
1 644 645 4
8 643 659 4
3 653 658 2
7 656 666 1
1 666 672 0
3 663 667 6
1 664 674 9
1 672 675 2
7 669 685 8
9 677 692 4
4 683 692 0
3 693 696 9
7 694 710 2
3 702 708 3
2 700 710 6
9 704 716 5
1 716 725 1
2 713 715 4
5 719 727 1
5 725 730 5
7 728 741 8
5 735 749 6
1 737 746 5
4 736 743 6
