400
4 0 7 6
6 5 12 4
5 14 28 4
4 12 16 1
2 17 21 9
7 22 31 2
8 25 37 2
9 37 54 2
4 46 50 6
4 53 66 7
2 55 59 7
9 50 64 3
9 60 69 1
2 69 74 7
6 73 83 9
7 83 99 2
5 90 96 9
6 92 102 3
3 102 107 8
2 101 107 5
2 102 113 2
2 110 119 4
6 111 119 2
7 116 127 8
7 117 124 8
4 132 142 6
4 134 138 2
3 131 136 2
3 135 144 7
8 144 158 5
5 149 159 4
5 158 163 0
8 161 169 7
2 168 174 1
9 171 183 4
2 180 185 9
3 180 188 9
6 184 193 6
8 187 196 9
6 199 214 3
1 208 214 8
6 207 222 0
2 214 221 9
8 210 221 5
3 222 232 0
9 223 239 1
6 228 242 0
6 238 252 0
6 248 263 5
2 247 257 2
2 252 259 4
3 259 267 2
8 257 271 6
3 269 281 6
7 271 280 1
5 271 279 7
3 284 287 5
9 284 296 8
9 289 303 2
3 305 311 8
7 302 318 4
3 310 314 9
2 313 318 8
9 315 327 0
1 328 335 3
4 331 340 0
6 327 340 3
1 340 345 1
3 335 340 8
6 339 347 1
9 345 363 2
3 356 364 8
2 361 368 3
6 361 375 7
7 366 378 6
5 378 386 7
4 382 394 6
2 380 384 2
5 386 397 7
8 391 405 0
2 400 403 2
9 403 412 5
7 407 422 0
7 414 422 3
4 420 432 8
3 428 435 8
5 433 441 0
8 432 449 0
3 443 446 3
3 443 450 2
1 445 446 8
2 453 458 1
8 455 472 9
9 459 472 7
8 470 484 6
6 476 487 1
6 480 492 9
4 489 495 8
7 492 503 7
7 497 511 4
7 509 522 8
3 514 524 8
4 517 525 4
3 524 530 7
2 523 532 4
2 522 525 2
8 524 536 5
7 535 551 4
6 540 549 9
7 544 553 6
2 558 565 2
3 558 570 0
2 563 565 7
8 558 569 5
9 572 581 3
4 576 587 8
1 583 592 8
2 589 597 5
5 589 594 4
4 590 598 8
2 600 603 4
2 595 605 4
5 595 606 6
5 605 617 4
8 606 620 7
5 617 622 9
2 626 635 5
3 624 629 8
8 626 636 5
4 637 641 9
8 638 652 2
7 647 657 6
3 654 657 6
6 653 665 9
5 661 673 0
7 673 685 5
4 679 691 4
9 676 694 4
9 685 697 9
1 695 703 5
1 701 705 9
8 697 714 0
7 707 720 7
2 717 723 2
6 712 722 3
1 724 732 8
5 724 732 1
8 728 741 2
7 739 746 4
1 739 743 5
9 744 758 5
1 756 762 0
9 754 770 2
4 767 775 0
9 769 786 1
9 778 792 8
1 784 789 8
8 786 801 0
2 795 806 8
2 794 803 5
3 797 801 1
5 800 813 6
7 807 821 1
4 813 817 9
