100
3 0 7 4
9 4 18 2
3 12 19 1
2 14 19 3
8 21 31 8
8 22 36 4
8 36 50 7
6 45 58 0
9 49 65 3
7 56 71 4
2 64 70 5
4 68 76 9
6 70 78 7
6 71 79 9
7 84 95 0
8 87 97 3
3 95 101 3
4 98 102 6
8 98 115 4
8 106 121 1
8 115 123 2
2 127 130 4
8 132 145 6
5 141 148 7
5 139 149 1
1 151 156 1
5 145 150 5
4 152 161 8
8 152 168 3
2 164 169 7
7 162 177 1
1 176 185 7
9 174 189 5
1 184 192 0
9 180 194 7
7 190 204 6
5 197 204 2
5 207 220 0
1 212 213 0
9 216 233 2
3 216 224 4
2 223 234 4
6 227 240 0
7 229 242 0
2 234 242 1
7 240 251 6
8 245 260 3
1 259 266 5
2 260 266 0
7 260 271 3
5 262 275 9
7 270 286 9
5 278 287 1
5 287 292 8
3 286 294 2
6 292 299 9
7 298 306 5
1 299 301 4
7 304 318 8
2 310 316 5
3 314 324 1
8 315 325 4
4 327 333 6
2 331 338 8
3 326 335 0
4 336 340 2
4 340 351 6
3 346 355 5
2 342 350 0
9 346 359 9
2 358 366 1
9 361 371 0
8 370 385 2
7 376 388 6
9 386 402 8
1 386 393 8
2 393 397 1
4 390 402 9
3 397 400 4
7 399 410 2
9 411 424 5
4 417 425 9
1 425 428 9
5 423 434 2
3 427 435 0
1 428 435 6
5 435 440 4
5 437 442 8
1 439 449 1
4 440 445 2
5 442 454 3
3 446 456 9
1 450 458 9
6 452 460 8
3 458 469 9
4 459 469 8
7 467 474 3
7 471 480 0
8 484 493 6
3 486 497 0
