450
6 0 11 3
3 7 16 1
8 8 18 1
3 17 26 7
4 21 31 1
2 20 26 5
7 29 44 7
4 35 44 4
9 34 51 7
5 48 56 0
6 53 60 2
1 55 63 6
1 60 61 4
4 55 62 2
8 66 77 5
2 66 74 3
9 74 85 2
5 77 91 8
8 83 98 5
6 94 104 8
1 96 104 1
1 99 103 2
1 99 109 8
6 108 115 7
4 109 113 4
7 111 123 1
6 123 137 8
7 129 139 9
3 135 145 7
2 132 142 3
5 138 147 0
3 144 156 3
4 149 154 9
6 152 163 8
5 159 164 5
2 157 159 5
6 162 169 4
6 171 183 3
9 171 180 8
7 180 190 4
3 196 203 5
4 199 209 3
8 197 205 9
5 208 214 4
1 207 211 3
6 214 226 7
9 215 228 0
1 226 232 7
2 229 238 4
5 231 237 8
3 238 245 7
7 241 254 2
7 243 251 6
4 248 256 7
4 256 262 7
7 256 271 0
8 268 279 0
7 275 290 5
1 283 290 7
3 284 290 0
3 291 300 1
5 292 301 7
6 295 308 6
5 298 309 0
2 302 309 8
4 307 312 5
9 312 321 8
3 318 325 1
8 327 341 8
7 329 341 0
5 337 349 1
7 341 348 7
7 354 361 2
7 354 362 3
1 361 365 2
7 361 370 8
6 369 378 0
8 377 394 9
5 387 397 0
6 393 402 2
5 397 404 2
2 399 402 3
7 403 418 1
9 416 428 8
9 424 434 9
3 425 430 2
9 429 438 4
4 439 450 8
3 449 452 9
7 447 455 6
1 456 460 8
6 458 471 4
8 459 475 8
7 472 482 3
6 482 497 7
1 481 491 1
5 484 492 2
2 492 496 7
2 495 506 6
3 498 509 3
8 500 517 5
4 506 512 9
5 509 514 4
8 510 524 8
8 518 527 4
5 531 542 5
6 531 544 2
3 540 549 5
7 542 557 9
1 551 558 5
8 553 566 1
8 559 572 4
3 572 580 2
9 569 586 9
1 584 591 5
8 582 592 6
2 585 593 6
2 588 591 7
8 596 604 3
5 604 618 9
6 605 611 7
5 611 620 3
6 614 620 3
5 618 626 1
3 629 636 2
7 632 643 7
9 635 651 9
6 651 664 9
1 656 660 1
8 651 666 9
5 657 664 3
9 662 675 6
1 676 678 4
3 681 688 0
4 679 688 5
1 687 692 4
6 681 695 3
9 692 701 9
5 695 702 3
5 707 717 1
1 713 719 6
5 708 722 0
4 719 731 7
9 720 729 8
6 727 737 6
3 739 750 1
5 734 748 2
9 747 761 5
2 751 754 2
6 749 758 3
9 761 770 6
8 765 777 1
2 779 790 9
2 774 780 8
9 783 800 1
6 793 803 6
3 800 806 4
7 795 807 3
2 810 818 8
6 803 817 7
5 809 814 3
9 823 841 9
9 826 844 1
3 841 851 9
2 835 842 3
2 837 844 2
1 839 849 4
8 843 859 4
1 851 852 3
8 854 862 9
7 865 878 0
7 872 883 0
7 876 884 1
1 880 883 0
1 881 888 9
5 884 895 3
3 893 900 8
4 889 897 4
4 895 905 9
2 899 902 3
8 899 914 2
8 914 922 8
2 923 930 1
5 923 933 2
9 929 944 9
4 939 945 2
7 940 952 4
9 950 964 1
3 956 960 6
7 955 969 2
3 965 972 1
8 968 984 7
1 975 981 4
1 976 983 1
1 976 986 2
3 979 985 5
9 985 994 1
9 992 1006 4
1 997 1007 6
3 1002 1013 7
5 999 1006 2
7 1013 1025 6
7 1015 1025 8
2 1022 1033 0
5 1022 1031 3
1 1032 1041 6
8 1028 1044 7
2 1040 1044 2
6 1044 1056 5
1 1051 1055 5
5 1052 1064 1
3 1048 1060 8
7 1051 1067 5
4 1060 1071 1
4 1071 1080 1
3 1068 1080 9
6 1073 1088 7
8 1083 1093 6
4 1083 1088 7
2 1090 1092 5
5 1092 1102 7
6 1100 1106 0
2 1107 1117 2
8 1111 1124 7
3 1117 1128 8
5 1121 1133 7
8 1120 1130 6
7 1131 1140 9
3 1138 1141 6
8 1141 1158 0
8 1145 1159 1
9 1157 1169 2
2 1162 1166 9
5 1163 1172 6
8 1172 1184 1
1 1178 1184 1
6 1185 1198 8
3 1192 1203 3
7 1192 1201 8
1 1196 1201 1
5 1200 1211 5
1 1200 1203 4
9 1208 1226 1
3 1217 1225 2
7 1214 1221 2
8 1220 1230 8
6 1236 1242 8
2 1236 1238 8
1 1235 1236 4
1 1240 1247 5
7 1238 1249 5
7 1248 1259 6
7 1260 1275 0
5 1264 1271 6
8 1266 1275 3
7 1277 1286 0
6 1286 1296 8
2 1288 1294 9
6 1292 1301 0
1 1295 1296 2
4 1302 1307 8
9 1297 1309 0
4 1308 1320 1
1 1314 1324 5
3 1311 1320 0
3 1319 1330 4
7 1322 1331 8
5 1327 1340 4
2 1335 1343 1
8 1335 1345 5
3 1344 1350 7
7 1350 1358 1
7 1357 1365 3
1 1363 1369 2
9 1359 1376 7
7 1374 1385 3
8 1379 1387 1
3 1382 1392 3
9 1386 1398 6
6 1401 1412 9
7 1405 1414 9
6 1410 1425 4
8 1421 1438 1
6 1429 1437 7
8 1427 1444 9
5 1437 1449 8
5 1441 1446 3
5 1447 1454 5
5 1457 1466 1
5 1459 1464 6
6 1460 1469 0
7 1468 1478 6
3 1473 1477 0
3 1482 1487 0
7 1486 1493 8
3 1485 1494 6
6 1497 1512 9
5 1500 1508 0
4 1504 1512 5
3 1512 1515 8
2 1515 1525 3
4 1509 1520 5
7 1517 1525 7
3 1526 1537 4
9 1525 1538 5
1 1538 1548 5
4 1539 1549 7
5 1540 1548 5
5 1550 1562 8
6 1553 1559 8
5 1560 1571 6
5 1566 1573 2
2 1570 1572 1
8 1573 1581 1
1 1577 1578 2
8 1580 1596 9
9 1587 1604 2
4 1593 1598 0
4 1596 1601 4
4 1606 1617 7
1 1603 1611 6
6 1609 1615 2
9 1612 1629 3
9 1622 1635 9
4 1631 1640 2
9 1632 1645 9
9 1642 1658 6
4 1655 1663 5
8 1662 1678 9
2 1667 1675 9
3 1672 1684 4
3 1674 1683 3
5 1674 1686 8
9 1674 1692 3
3 1689 1696 6
1 1694 1696 5
3 1692 1700 8
3 1699 1709 2
9 1698 1714 5
1 1709 1717 1
2 1712 1720 3
2 1713 1716 5
2 1708 1713 2
9 1710 1720 6
6 1725 1736 8
2 1731 1738 7
7 1729 1740 7
1 1741 1749 7
4 1739 1752 9
5 1745 1753 4
6 1750 1759 4
6 1749 1763 2
5 1763 1773 5
4 1763 1774 6
6 1770 1779 5
1 1779 1782 8
2 1776 1785 7
9 1774 1785 8
1 1787 1792 8
4 1784 1795 1
9 1788 1805 7
9 1803 1821 3
3 1811 1822 9
6 1810 1816 1
3 1816 1825 0
1 1817 1821 4
6 1821 1832 0
4 1833 1846 3
3 1837 1849 4
5 1833 1845 8
5 1840 1846 2
4 1849 1856 7
9 1847 1862 2
4 1862 1866 9
5 1859 1872 1
3 1872 1880 6
8 1866 1880 0
2 1881 1891 7
6 1884 1892 5
7 1884 1896 8
7 1894 1910 8
8 1902 1910 4
2 1908 1917 3
7 1915 1927 5
4 1913 1917 5
3 1925 1928 0
6 1923 1938 3
2 1933 1943 0
6 1928 1937 2
1 1937 1938 5
3 1942 1950 7
2 1943 1950 8
4 1949 1959 6
6 1947 1953 0
3 1954 1962 6
9 1953 1968 9
2 1969 1977 7
4 1964 1970 2
6 1972 1983 1
4 1983 1989 7
9 1981 1996 8
8 1990 2007 4
8 1998 2013 0
8 2008 2024 4
3 2016 2026 6
2 2015 2019 6
3 2020 2026 7
6 2024 2034 4
9 2025 2042 2
1 2043 2044 1
8 2036 2051 6
7 2045 2060 6
3 2055 2063 7
3 2057 2066 0
2 2059 2069 6
