250
4 3 15 1
4 5 16 4
2 9 19 2
5 8 20 2
4 19 29 6
6 18 26 1
9 29 47 4
3 36 45 6
2 39 43 2
5 36 50 3
7 40 49 3
5 55 61 4
7 58 65 6
7 58 67 1
7 73 87 9
4 75 81 8
7 84 91 1
8 87 101 6
7 97 113 5
6 107 114 8
9 109 118 3
4 118 130 7
4 125 130 1
1 126 132 1
5 123 133 3
6 134 148 7
7 137 149 5
1 143 151 3
5 147 161 8
8 152 160 1
8 163 172 5
9 170 187 7
1 178 180 7
8 181 192 2
5 184 198 1
6 189 196 8
7 199 208 1
3 206 211 8
5 201 210 0
6 212 226 0
4 221 232 7
5 224 233 3
1 222 229 1
9 226 238 4
5 237 246 3
8 243 258 0
7 249 261 7
1 253 258 4
4 260 264 3
1 256 263 6
7 260 274 7
7 266 282 7
6 271 285 4
1 285 287 6
2 286 295 1
9 285 303 1
9 294 303 7
3 306 313 0
3 310 318 0
4 308 318 9
5 310 316 6
9 317 332 5
5 325 338 0
1 328 337 3
1 336 337 3
1 332 339 5
9 335 345 1
8 348 360 9
2 354 364 9
6 358 364 5
2 356 363 3
6 365 379 6
9 370 385 7
8 377 394 4
3 383 393 5
5 392 404 8
4 388 399 9
9 397 414 3
2 403 405 9
6 406 415 9
9 414 425 7
1 425 427 5
2 419 424 6
6 429 442 2
3 427 433 1
9 430 441 9
4 439 448 5
7 449 462 3
9 458 471 1
2 464 468 9
8 464 473 2
4 478 489 9
6 474 487 2
9 483 492 4
9 495 507 7
1 498 506 2
6 498 513 6
3 510 517 0
4 514 527 4
4 517 528 9
4 521 526 8
8 526 537 3
9 532 548 1
3 537 545 2
8 540 557 5
8 555 568 4
3 561 570 0
8 564 576 3
7 566 573 1
2 581 583 8
8 577 585 8
7 591 599 1
4 598 608 9
9 602 620 1
1 608 612 3
3 612 617 9
9 608 619 6
4 623 635 3
5 629 635 3
3 628 635 6
8 633 643 8
9 643 655 4
3 650 656 5
1 652 656 0
8 650 666 3
5 660 666 0
1 665 671 0
5 671 679 6
2 677 682 6
6 679 692 7
8 679 693 0
4 688 698 3
7 697 704 1
2 704 711 8
1 697 698 3
2 701 703 3
4 702 712 2
7 708 718 5
8 712 725 6
6 727 735 4
1 730 735 1
7 735 744 4
5 734 739 3
9 738 750 9
7 753 760 3
8 757 768 2
5 762 775 6
8 768 778 0
5 784 794 6
1 782 784 1
6 783 792 4
8 793 804 7
4 797 804 9
2 799 802 0
1 804 808 9
5 811 818 2
9 807 819 5
1 818 819 2
1 822 826 7
6 824 831 6
4 830 841 5
7 828 843 4
4 838 844 1
1 842 845 7
4 849 855 6
2 853 864 2
7 855 866 0
6 855 864 5
5 868 882 3
6 871 883 3
8 871 879 0
6 887 894 7
8 890 898 7
5 897 905 2
5 898 907 6
9 903 919 9
4 917 927 9
1 924 934 4
9 922 937 8
8 931 942 8
3 942 947 3
2 945 951 9
4 942 947 2
8 942 953 6
9 951 965 0
6 963 975 0
7 970 986 6
4 973 979 2
1 979 981 1
2 986 992 4
8 983 997 6
6 988 998 9
4 995 1002 3
8 1006 1017 1
8 1005 1014 7
6 1017 1028 6
4 1019 1026 3
7 1026 1036 5
6 1035 1049 0
5 1042 1054 0
3 1044 1055 9
9 1045 1059 4
7 1054 1068 4
7 1068 1075 4
3 1068 1079 1
8 1070 1087 5
6 1082 1089 6
4 1093 1104 9
3 1088 1099 0
4 1093 1104 6
6 1097 1107 4
1 1107 1114 4
8 1109 1125 4
5 1113 1123 3
2 1116 1124 9
2 1123 1131 4
5 1126 1133 2
7 1124 1136 4
5 1134 1145 9
9 1144 1157 6
7 1151 1163 0
7 1154 1168 0
1 1162 1168 2
1 1168 1172 3
4 1166 1170 8
9 1168 1177 7
4 1180 1188 0
9 1183 1195 3
8 1196 1209 9
3 1204 1216 3
1 1204 1210 9
5 1203 1213 9
4 1209 1214 8
3 1211 1217 9
9 1213 1225 1
1 1222 1231 9
4 1223 1233 8
1 1231 1232 4
7 1226 1242 1
9 1242 1252 6
2 1245 1250 8
1 1250 1253 3
9 1246 1255 8
6 1257 1266 3
9 1268 1284 6
7 1270 1283 8
6 1277 1288 2
2 1285 1295 4
9 1293 1311 0
1 1294 1297 5
