350
9 4 14 9
2 10 13 7
7 15 30 0
4 16 29 2
6 23 38 7
1 29 39 2
7 33 40 1
1 38 45 8
1 32 39 3
8 40 50 4
9 47 59 4
6 51 57 2
2 64 67 1
5 65 79 8
2 67 71 3
4 65 77 3
4 77 87 0
9 73 84 9
5 85 91 4
6 88 101 8
4 99 112 1
8 104 114 0
8 109 119 3
4 118 131 9
2 123 129 4
9 128 142 8
4 132 137 8
5 136 147 9
8 141 156 4
8 146 156 4
1 155 157 7
3 155 166 1
5 166 171 1
3 170 182 3
2 166 172 7
4 176 181 6
3 175 180 9
5 180 189 1
6 186 196 6
6 188 197 4
4 195 205 1
5 195 201 4
1 201 207 8
6 202 209 0
9 207 218 0
2 219 227 5
4 218 223 4
2 223 228 2
3 225 231 7
7 235 243 0
1 235 244 8
6 237 250 3
5 250 257 5
9 254 269 8
8 255 264 2
5 271 285 7
9 276 286 9
7 279 286 3
7 292 305 4
8 298 310 0
2 299 309 9
1 307 314 1
2 306 308 9
7 308 323 8
4 313 323 6
7 322 329 4
6 329 342 0
1 331 335 0
6 338 345 1
2 340 345 0
3 337 342 3
4 349 354 9
1 351 353 5
3 353 365 1
5 353 359 5
3 357 362 6
6 360 371 7
7 362 369 4
6 374 389 0
5 378 389 6
1 389 399 3
8 390 406 0
2 389 391 3
6 395 405 3
6 398 406 8
6 405 420 8
1 415 424 9
9 410 419 0
4 419 425 8
2 430 438 9
4 427 440 8
3 431 438 2
7 440 447 9
2 444 446 7
7 445 459 3
3 453 461 8
4 460 473 6
2 457 460 0
3 458 462 5
1 467 474 8
5 463 469 2
5 467 475 7
9 475 488 6
8 481 492 0
6 494 509 4
5 500 510 3
2 501 504 5
9 508 522 0
3 515 525 8
8 521 530 6
4 523 536 3
3 525 530 6
7 533 540 3
9 537 550 1
1 547 548 8
2 549 556 8
4 547 555 5
1 554 563 1
3 555 562 2
7 555 563 8
2 565 571 0
8 568 585 1
7 574 590 8
8 580 590 5
3 592 603 5
7 597 607 8
6 601 612 0
9 606 618 9
4 613 625 5
7 621 632 5
4 623 635 4
7 635 645 2
6 636 645 1
4 645 657 3
1 645 647 1
5 654 662 1
8 651 662 0
1 658 663 5
3 665 671 9
9 666 684 4
9 674 688 8
2 684 686 7
8 689 702 0
8 692 707 4
3 698 704 7
4 705 716 3
3 710 718 0
5 716 721 9
2 721 723 1
3 717 721 3
5 726 736 5
1 728 731 2
4 727 731 7
6 728 736 5
9 736 746 3
2 752 754 7
2 746 749 7
7 750 762 2
6 759 774 9
6 767 780 1
4 770 781 5
5 773 785 0
9 784 802 8
1 788 795 4
3 787 795 5
5 788 798 1
2 801 807 6
5 796 810 3
3 804 807 6
5 812 822 3
2 815 821 5
7 817 829 5
8 826 834 7
2 832 842 9
